,id,Locality,Type of property,Subtype of property,Type of sale,Fully equipped kitchen,Fireplace,Terrace,Garden,Garden area,Surface of the land,Surface area of the plot of land,Swimming pool,State of the building,Compound Listing,Price,Number of rooms,Living Area,Furnished,Terrace area,Number of facades
0,20320744,1150,APARTMENT,APARTMENT,residential_sale,1,0,1,1,290.0,290.0,0.0,0,GOOD,single,575000.0,3.0,160.0,0.0,40.0,3.0
1,20317718,9000,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,390000.0,3.0,96.0,0.0,29.0,2.0
2,20315842,9051,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,260000.0,1.0,76.0,0.0,12.0,3.0
3,20315799,9051,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,325000.0,1.0,81.0,0.0,13.0,3.0
4,20315776,9051,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,365000.0,3.0,101.0,0.0,13.0,3.0
5,20315874,9051,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,400000.0,3.0,111.0,0.0,27.0,2.0
6,20318337,1070,APARTMENT,PENTHOUSE,residential_sale,1,0,1,1,26.0,26.0,0.0,0,AS_NEW,compound,351500.0,1.0,83.0,0.0,26.0,2.0
7,20318338,1070,APARTMENT,PENTHOUSE,residential_sale,1,0,1,1,24.0,24.0,0.0,0,AS_NEW,compound,426500.0,3.0,113.0,0.0,28.0,2.0
8,20317581,9940,APARTMENT,GROUND_FLOOR,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,360000.0,2.0,103.0,0.0,36.0,2.0
9,20317589,9940,APARTMENT,PENTHOUSE,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,445000.0,2.0,122.0,0.0,48.0,2.0
10,20320164,1000,APARTMENT,GROUND_FLOOR,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,370000.0,2.0,94.0,0.0,8.0,4.0
11,20320168,1000,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,379000.0,2.0,93.0,0.0,8.0,4.0
12,20315465,1357,APARTMENT,APARTMENT,residential_sale,0,0,0,0,0.0,0.0,0.0,0,UNKNOWN,compound,209500.0,1.0,34.0,0.0,6.0,2.0
13,20315768,1730,APARTMENT,GROUND_FLOOR,residential_sale,0,0,1,1,15.0,15.0,0.0,0,AS_NEW,compound,320000.0,2.0,34.0,0.0,0.0,2.0
14,20313791,1050,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,695000.0,2.0,94.0,0.0,21.0,2.0
15,20313211,1070,APARTMENT,KOT,residential_sale,0,0,0,0,0.0,0.0,0.0,0,AS_NEW,compound,132350.0,0.0,110.0,0.0,25.0,2.0
16,20313059,1070,APARTMENT,FLAT_STUDIO,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,199900.0,0.0,71.0,0.0,4.142857142857143,2.0
17,20313188,1070,APARTMENT,KOT,residential_sale,0,0,0,0,0.0,0.0,0.0,0,AS_NEW,compound,213600.0,0.0,87.0,0.0,7.714285714285714,2.0
18,20313178,1070,APARTMENT,FLAT_STUDIO,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,241050.0,0.0,93.0,0.0,11.0,2.0
19,20313160,1070,APARTMENT,FLAT_STUDIO,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,258650.0,0.0,90.0,0.0,2.0,2.0
20,20311819,2610,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,395000.0,3.0,83.0,0.0,0.0,2.0
21,20318967,8300,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,699000.0,2.0,100.0,0.0,11.0,2.0
22,20313639,1050,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,TO_RENOVATE,single,295000.0,2.0,114.0,0.0,14.0,2.0
23,20306459,1190,APARTMENT,FLAT_STUDIO,residential_sale,1,0,1,1,10.0,10.0,0.0,0,UNKNOWN,compound,199000.0,0.0,94.17142857142858,0.0,12.41934442112062,3.0
24,20306444,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,270000.0,1.0,85.0,0.0,30.0,2.0
25,20306448,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,330000.0,2.0,70.0,0.0,0.0,2.0
26,20306442,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,358000.0,3.0,126.0,0.0,11.0,4.0
27,20306446,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,449000.0,3.0,94.0,0.0,7.571428571428571,2.0
28,20306232,9300,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,265250.0,3.0,101.0,0.0,13.0,4.0
29,20305847,9300,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,288900.0,2.0,99.0,0.0,18.0,2.0
30,20306186,9310,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,499032.0,3.0,86.0,0.0,16.0,2.0
31,20318949,3000,APARTMENT,PENTHOUSE,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,425000.0,1.0,76.0,0.0,29.0,2.0
32,20302919,9000,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,305000.0,2.0,113.0,0.0,8.0,2.0
33,20315792,9051,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,380000.0,2.0,105.0,0.0,8.0,2.0
34,20301512,1180,APARTMENT,FLAT_STUDIO,residential_sale,1,0,0,0,0.0,0.0,0.0,0,AS_NEW,compound,265000.0,0.0,67.0,0.0,4.0,4.0
35,20301522,1180,APARTMENT,FLAT_STUDIO,residential_sale,1,0,1,1,32.0,32.0,0.0,0,AS_NEW,compound,300000.0,0.0,50.0,0.0,0.0,2.0
36,20301508,1180,APARTMENT,GROUND_FLOOR,residential_sale,1,0,1,1,73.0,73.0,0.0,0,AS_NEW,compound,635000.0,2.0,68.0,0.0,0.0,2.0
37,20301198,9200,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,248650.0,2.0,68.0,0.0,0.0,2.0
38,20299083,2018,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,TO_BE_DONE_UP,single,495000.0,3.0,74.0,0.0,0.0,3.0
39,20304366,2100,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,AS_NEW,single,209999.0,2.0,79.0,0.0,0.0,3.0
40,20319666,9770,APARTMENT,APARTMENT,residential_sale,1,0,1,1,189.0,189.0,0.0,0,GOOD,single,344990.0,3.0,82.0,0.0,0.0,2.0
41,20299294,1140,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,319000.0,1.0,94.0,0.0,0.0,3.0
42,20299304,1140,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,459000.0,2.0,89.0,0.0,0.0,2.0
43,20298414,1420,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,298000.0,1.0,94.0,0.0,0.0,3.0
44,20298418,1420,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,410000.0,2.0,106.0,0.0,0.0,2.0
45,20298412,1420,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,460000.0,3.0,95.0,0.0,0.0,3.0
46,20318396,1070,APARTMENT,DUPLEX,residential_sale,1,0,1,0,0.0,0.0,0.0,0,TO_RENOVATE,single,235000.0,4.0,127.0,0.0,0.0,2.0
47,20314875,1370,APARTMENT,APARTMENT,residential_sale,1,0,1,1,5.0,5.0,0.0,0,TO_BE_DONE_UP,single,179000.0,2.0,80.0,0.0,9.0,2.0
48,20308719,9200,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,GOOD,single,169900.0,1.0,107.0,0.0,13.0,3.0
49,20294334,1160,APARTMENT,FLAT_STUDIO,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,315000.0,0.0,70.0,1.0,11.0,2.0
50,20294320,1160,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,495000.0,2.0,81.0,0.0,10.0,2.0
51,20294321,1160,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,565000.0,2.0,77.0,0.0,16.0,2.0
52,20294341,1160,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,630000.0,2.0,96.0,0.0,15.0,2.0
53,20294323,1160,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,650000.0,2.0,93.0,0.0,21.0,2.0
54,20294338,1160,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,685000.0,2.0,116.0,0.0,41.0,2.0
55,20295008,9300,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,395000.0,2.0,31.0,0.0,0.0,2.0
56,20293797,9000,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,575000.0,1.0,31.0,0.0,0.0,2.0
57,20299080,2018,APARTMENT,PENTHOUSE,residential_sale,1,1,0,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,685000.0,3.0,15.0,1.0,0.6666666666666666,3.0
58,20315620,2950,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,300500.0,1.0,71.0,0.0,0.0,2.0
59,20315629,2950,APARTMENT,APARTMENT,residential_sale,1,0,1,1,26.0,26.0,0.0,0,UNKNOWN,compound,312500.0,2.0,87.0,0.0,0.0,3.0
60,20315598,2950,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,339500.0,2.0,86.0,0.0,0.0,2.0
61,20315618,2950,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,353500.0,2.0,91.0,0.0,0.0,3.0
62,20315616,2950,APARTMENT,APARTMENT,residential_sale,1,0,1,1,52.0,52.0,0.0,0,UNKNOWN,compound,402000.0,3.0,86.0,0.0,0.0,2.0
63,20310576,1070,APARTMENT,DUPLEX,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,328000.0,2.0,88.0,0.0,7.0,2.0
64,20301303,1150,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,TO_RENOVATE,single,495000.0,3.0,112.0,0.0,10.0,3.0
65,20293617,6810,APARTMENT,APARTMENT,residential_sale,1,0,1,1,47.0,47.0,0.0,0,AS_NEW,compound,184500.0,2.0,113.0,0.0,10.0,4.0
66,20308012,2870,APARTMENT,APARTMENT,residential_sale,0,0,0,0,0.0,0.0,0.0,0,GOOD,single,189000.0,1.0,77.0,0.0,9.0,3.0
67,20302664,9620,APARTMENT,APARTMENT,residential_sale,0,0,0,0,0.0,0.0,0.0,0,GOOD,single,169000.0,2.0,100.0,0.0,13.0,3.0
68,20316856,1140,APARTMENT,DUPLEX,residential_sale,1,0,0,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,285000.0,2.0,100.0,0.0,17.0,3.0
69,20313695,4845,APARTMENT,APARTMENT,residential_sale,1,0,1,1,55.0,55.0,0.0,0,AS_NEW,single,295000.0,2.0,87.0,0.0,0.0,3.0
70,20309627,1140,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,315000.0,2.0,93.0,0.0,11.0,2.0
71,20318669,2200,APARTMENT,GROUND_FLOOR,residential_sale,1,0,0,1,35.0,35.0,0.0,0,UNKNOWN,single,340000.0,2.0,92.0,0.0,17.0,3.0
72,20288454,6724,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,226000.0,1.0,105.0,0.0,10.0,2.0
73,20288450,6724,APARTMENT,APARTMENT,residential_sale,1,0,1,1,54.0,54.0,0.0,0,UNKNOWN,compound,245000.0,1.0,74.0,0.0,0.0,4.0
74,20288466,6724,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,264000.0,2.0,66.0,0.0,7.0,2.0
75,20288467,6724,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,279000.0,2.0,85.0,0.0,5.0,2.0
76,20288440,6724,APARTMENT,APARTMENT,residential_sale,1,0,1,1,25.0,25.0,0.0,0,UNKNOWN,compound,294000.0,2.0,94.17142857142858,0.0,12.41934442112062,3.0
77,20288419,6724,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,304000.0,2.0,94.17142857142858,0.0,12.41934442112062,3.0
78,20289478,1180,APARTMENT,FLAT_STUDIO,residential_sale,1,0,0,0,0.0,0.0,0.0,0,AS_NEW,compound,270000.0,0.0,53.0,0.0,5.0,2.0
79,20289477,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,345000.0,1.0,117.0,0.0,7.0,2.0
80,20289470,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,380000.0,1.0,85.0,0.0,23.0,2.0
81,20289479,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,445000.0,2.0,94.0,0.0,11.0,2.0
82,20289441,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,465000.0,2.0,76.0,0.0,0.0,2.0
83,20289457,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,495000.0,2.0,112.0,0.0,11.0,2.0
84,20289428,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,505000.0,2.0,91.0,0.0,0.0,4.0
85,20289472,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,520000.0,2.0,93.0,0.0,13.0,2.0
86,20289476,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,540000.0,3.0,94.0,0.0,26.0,2.0
87,20289439,1180,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,615000.0,3.0,92.0,0.0,0.0,3.0
88,20298763,2000,APARTMENT,APARTMENT,residential_sale,1,0,0,1,80.0,80.0,0.0,0,AS_NEW,single,699000.0,2.0,67.0,0.0,5.0,2.0
89,20316395,1000,APARTMENT,PENTHOUSE,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,325000.0,2.0,89.0,0.0,0.0,2.0
90,20296771,3111,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,307500.0,3.0,91.0,0.0,12.0,3.0
91,20321143,4520,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,single,230000.0,1.0,104.0,0.0,14.0,2.0
92,20227681,1200,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,450000.0,3.0,104.0,0.0,41.0,3.0
93,20301358,7500,APARTMENT,GROUND_FLOOR,residential_sale,1,0,1,1,80.0,80.0,0.0,0,GOOD,single,199000.0,1.0,135.0,0.0,11.0,2.0
94,20307457,1000,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,385000.0,2.0,148.0,0.0,13.0,2.0
95,20277606,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,255000.0,1.0,98.0,0.0,11.0,3.0
96,20277597,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,375000.0,2.0,113.0,0.0,40.0,3.0
97,20158843,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,275000.0,1.0,112.0,0.0,7.142857142857143,3.0
98,20158847,1190,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,375000.0,2.0,53.0,0.0,0.0,2.0
99,20286107,1082,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,280000.0,1.0,77.14285714285714,0.0,0.0,2.0
100,20286122,1082,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,295000.0,1.0,77.14285714285714,0.0,0.0,2.0
101,20286134,1082,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,315000.0,1.0,77.14285714285714,0.0,0.0,2.0
102,20286102,1082,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,360000.0,2.0,77.14285714285714,0.0,0.0,2.0
103,20286130,1082,APARTMENT,APARTMENT,residential_sale,1,0,1,1,84.0,84.0,0.0,0,AS_NEW,compound,380000.0,2.0,60.0,0.0,0.0,2.0
104,20286121,1082,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,425000.0,3.0,119.0,0.0,10.0,3.0
105,20186643,1730,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,292500.0,2.0,81.0,0.0,15.0,3.0
106,20186641,1730,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,297500.0,2.0,106.0,0.0,14.0,2.0
107,20261369,1180,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,360000.0,1.0,131.0,0.0,38.0,4.0
108,20261387,1180,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,390000.0,1.0,94.0,0.0,6.0,2.0
109,20261364,1180,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,480000.0,2.0,116.0,0.0,15.0,2.0
110,20261390,1180,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,520000.0,2.0,87.0,0.0,11.0,3.0
111,20261386,1180,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,530000.0,2.0,119.0,0.0,90.0,4.0
112,20261391,1180,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,640000.0,3.0,96.0,0.0,15.0,2.0
113,20261405,1180,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,670000.0,3.0,98.0,0.0,0.0,2.0
114,20245172,1700,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,327000.0,1.0,90.0,0.0,3.0,3.0
115,20151831,1050,APARTMENT,FLAT_STUDIO,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,399000.0,0.0,94.0,0.0,19.0,2.0
116,20151814,1050,APARTMENT,LOFT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,499000.0,1.0,101.0,0.0,13.0,3.0
117,20156895,1160,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,595000.0,2.0,99.0,0.0,15.0,2.0
118,20276789,1090,APARTMENT,DUPLEX,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,580000.0,3.0,92.0,0.0,15.0,3.0
119,20290301,2650,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,GOOD,single,249000.0,3.0,98.0,0.0,8.0,4.0
120,20306283,1180,APARTMENT,GROUND_FLOOR,residential_sale,1,0,1,1,52.0,52.0,0.0,0,AS_NEW,single,650000.0,2.0,98.0,0.0,8.0,4.0
121,20266489,1030,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,295000.0,2.0,104.0,0.0,8.0,4.0
122,20317592,9940,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,375000.0,2.0,96.0,0.0,21.0,4.0
123,20312524,2430,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,single,439000.0,3.0,102.0,0.0,14.0,2.0
124,20279660,8434,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,310000.0,2.0,109.0,0.0,7.0,2.0
125,20279654,8434,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,350000.0,2.0,121.0,0.0,11.0,2.0
126,20279653,8434,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,370000.0,2.0,107.0,0.0,10.0,4.0
127,20279658,8434,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,690000.0,3.0,107.0,0.0,10.0,4.0
128,20309411,4100,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,360000.0,3.0,94.0,0.0,15.0,2.0
129,20297894,1190,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,399000.0,2.0,63.0,0.0,0.0,2.0
130,20117839,6880,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,259900.0,2.0,91.0,0.0,23.0,2.0
131,20117842,6880,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,279900.0,3.0,150.0,0.0,29.0,3.0
132,20284303,8370,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,399000.0,2.0,92.0,0.0,14.0,3.0
133,20319932,1800,APARTMENT,PENTHOUSE,residential_sale,0,0,1,0,0.0,0.0,0.0,0,UNKNOWN,single,695000.0,3.0,101.0,0.0,17.0,3.0
134,20288075,2018,APARTMENT,DUPLEX,residential_sale,1,0,1,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,375000.0,3.0,96.0,0.0,12.0,3.0
135,20275736,6800,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,228230.0,2.0,84.0,0.0,0.0,2.0
136,20275747,6800,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,233230.0,2.0,75.0,0.0,10.0,3.0
137,20275743,6800,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,compound,240230.0,2.0,99.0,0.0,0.0,1.0
138,20275621,3545,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,282300.0,2.0,78.0,0.0,6.0,4.0
139,20278612,3545,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,compound,296600.0,2.0,49.0,0.0,0.0,2.0
140,20232168,1150,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,AS_NEW,compound,425000.0,1.0,73.0,0.0,3.0,2.0
141,20307836,1082,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,GOOD,single,180000.0,1.0,105.0,0.0,10.0,2.0
142,20274884,8580,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,389400.0,2.0,83.0,0.0,11.714285714285714,3.0
143,20274879,8580,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,415400.0,2.0,73.0,0.0,0.0,3.0
144,20274881,8580,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,417400.0,2.0,42.0,0.0,0.0,2.0
145,20302546,8500,APARTMENT,LOFT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,UNKNOWN,single,465000.0,2.0,100.0,0.0,6.0,2.0
146,20237973,1210,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,TO_BE_DONE_UP,single,139000.0,1.0,120.0,0.0,2.0,2.0
147,20280777,1070,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,335000.0,2.0,86.0,0.0,12.285714285714286,2.0
148,20299621,8400,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,single,355000.0,2.0,72.0,0.0,0.0,2.0
149,20281778,2610,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,JUST_RENOVATED,single,195000.0,1.0,158.0,0.0,46.0,2.0
150,20272939,7070,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,210000.0,2.0,55.0,0.0,0.0,2.0
151,20272937,7070,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,UNKNOWN,compound,236500.0,2.0,97.0,0.0,5.0,3.0
152,20293923,7070,APARTMENT,APARTMENT,residential_sale,1,0,0,0,0.0,0.0,0.0,0,UNKNOWN,compound,326000.0,3.0,68.0,0.0,3.0,2.0
153,20307854,2100,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,174900.0,1.0,80.0,0.0,7.0,2.0
154,20273285,1030,APARTMENT,GROUND_FLOOR,residential_sale,1,0,0,1,31.0,31.0,0.0,0,GOOD,single,349000.0,2.0,110.0,0.0,13.428571428571429,2.0
155,20300686,9000,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,TO_BE_DONE_UP,single,270000.0,2.0,100.0,0.0,2.0,2.0
156,20267569,9900,APARTMENT,APARTMENT,residential_sale,0,0,1,0,0.0,0.0,0.0,0,GOOD,compound,355718.0,3.0,66.0,0.0,15.0,4.0
157,20310315,9051,APARTMENT,APARTMENT,residential_sale,1,0,1,0,0.0,0.0,0.0,0,AS_NEW,single,398000.0,2.0,66.0,0.0,11.0,4.0
158,20267881,1050,APARTMENT,GROUND_FLOOR,residential_sale,1,0,0,0,0.0,0.0,0.0,0,GOOD,single,400000.0,2.0,75.0,0.0,25.0,4.0
